pkuid,cod_rip,cod_reg,cod_prov,cod_cm,cod_uts,pro_com,pro_com_t,comune,comune_a,cc_uts,shape_leng,shape_area,den_cm,den_prov,den_reg,den_rip,den_uts,ontopia,sigla,tipo_uts
3165,2,5,025,0,25,25036,25036,Pedavena,,0,21892.181422,25126117.4254,-,Belluno,Veneto,Nord-est,Belluno,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/025036,BL,Provincia
3166,2,5,025,0,25,25037,25037,Perarolo di Cadore,,0,29343.6906285,44232737.6207,-,Belluno,Veneto,Nord-est,Belluno,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/025037,BL,Provincia
3167,2,5,025,0,25,25039,25039,Pieve di Cadore,,0,49633.2113211,67288562.0628,-,Belluno,Veneto,Nord-est,Belluno,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/025039,BL,Provincia
3168,2,5,025,0,25,25040,25040,Ponte nelle Alpi,,0,42546.4403194,57790134274,-,Belluno,Veneto,Nord-est,Belluno,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/025040,BL,Provincia
3169,2,5,025,0,25,25043,25043,Rivamonte Agordino,,0,20331.8153412,23057115.5251,-,Belluno,Veneto,Nord-est,Belluno,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/025043,BL,Provincia
3170,2,5,025,0,25,25044,25044,Rocca Pietore,,0,42252.3021325,73465556.7432,-,Belluno,Veneto,Nord-est,Belluno,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/025044,BL,Provincia
3171,2,5,025,0,25,25045,25045,San Gregorio nelle Alpi,,0,21834.898095,19449627.3394,-,Belluno,Veneto,Nord-est,Belluno,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/025045,BL,Provincia
3172,2,5,025,0,25,25046,25046,San Nicolò di Comelico,,0,25496.2632573,24182645011,-,Belluno,Veneto,Nord-est,Belluno,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/025046,BL,Provincia
3173,2,5,025,0,25,25047,25047,San Pietro di Cadore,,0,33108.3972099,52266839.9512,-,Belluno,Veneto,Nord-est,Belluno,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/025047,BL,Provincia
3174,2,5,025,0,25,25048,25048,Santa Giustina,,0,40580.5106116,35516498.0889,-,Belluno,Veneto,Nord-est,Belluno,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/025048,BL,Provincia
3175,2,5,025,0,25,25049,25049,San Tomaso Agordino,,0,18663.7165578,19268563.7601,-,Belluno,Veneto,Nord-est,Belluno,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/025049,BL,Provincia
3176,2,5,025,0,25,25050,25050,Santo Stefano di Cadore,,0,61733.8830029,100731763021,-,Belluno,Veneto,Nord-est,Belluno,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/025050,BL,Provincia
3177,2,5,025,0,25,25051,25051,San Vito di Cadore,,0,47348.0633342,61618298.3917,-,Belluno,Veneto,Nord-est,Belluno,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/025051,BL,Provincia
3178,2,5,025,0,25,25053,25053,Sedico,,0,66354.0395708,91231643178,-,Belluno,Veneto,Nord-est,Belluno,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/025053,BL,Provincia
3179,2,5,025,0,25,25054,25054,Selva di Cadore,,0,26472.6279206,33237393917,-,Belluno,Veneto,Nord-est,Belluno,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/025054,BL,Provincia
3180,2,5,025,0,25,25055,25055,Seren del Grappa,,0,40618.6351458,61812167.4848,-,Belluno,Veneto,Nord-est,Belluno,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/025055,BL,Provincia
3181,2,5,025,0,25,25056,25056,Sospirolo,,0,36702.523666,66143738.2527,-,Belluno,Veneto,Nord-est,Belluno,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/025056,BL,Provincia
3182,2,5,025,0,25,25057,25057,Soverzene,,0,20444.2670196,15012450231,-,Belluno,Veneto,Nord-est,Belluno,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/025057,BL,Provincia
3183,2,5,025,0,25,25058,25058,Sovramonte,,0,31861.0634043,50397340.1066,-,Belluno,Veneto,Nord-est,Belluno,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/025058,BL,Provincia
3184,2,5,025,0,25,25059,25059,Taibon Agordino,,0,49331.3498765,90293390.0234,-,Belluno,Veneto,Nord-est,Belluno,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/025059,BL,Provincia
3185,2,5,025,0,25,25060,25060,Tambre,,0,38424.7019206,45269360.2175,-,Belluno,Veneto,Nord-est,Belluno,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/025060,BL,Provincia
3186,2,5,025,0,25,25062,25062,Vallada Agordina,,0,16963.4030769,12847876791,-,Belluno,Veneto,Nord-est,Belluno,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/025062,BL,Provincia
3187,2,5,025,0,25,25063,25063,Valle di Cadore,,0,39807.8968835,40985411.5475,-,Belluno,Veneto,Nord-est,Belluno,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/025063,BL,Provincia
3188,2,5,025,0,25,25065,25065,Vigo di Cadore,,0,45785.0922949,69322931.3789,-,Belluno,Veneto,Nord-est,Belluno,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/025065,BL,Provincia
3189,2,5,025,0,25,25066,25066,Vodo Cadore,,0,40604.514616,47017262.1852,-,Belluno,Veneto,Nord-est,Belluno,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/025066,BL,Provincia
3190,2,5,025,0,25,25067,25067,Voltago Agordino,,0,19798.7798562,23107505.0551,-,Belluno,Veneto,Nord-est,Belluno,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/025067,BL,Provincia
3191,2,5,025,0,25,25069,25069,Zoppè di Cadore,,0,8610.19230367,4262975.41239,-,Belluno,Veneto,Nord-est,Belluno,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/025069,BL,Provincia
3192,2,5,025,0,25,25071,25071,Longarone,,0,55036.9691138,122674754915,-,Belluno,Veneto,Nord-est,Belluno,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/025071,BL,Provincia
3193,2,5,025,0,25,25072,25072,Alpago,,0,57744.2974025,80177443.9255,-,Belluno,Veneto,Nord-est,Belluno,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/025072,BL,Provincia
3194,2,5,025,0,25,25073,25073,Val di Zoldo,,0,59410.4305589,141867550169,-,Belluno,Veneto,Nord-est,Belluno,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/025073,BL,Provincia
3195,2,5,025,0,25,25074,25074,Borgo Valbelluna,,0,59044.2857192,167742504291,-,Belluno,Veneto,Nord-est,Belluno,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/025074,BL,Provincia
3196,2,5,025,0,25,25075,25075,Setteville,,0,43271.5330412,82628238.7126,-,Belluno,Veneto,Nord-est,Belluno,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/025075,BL,Provincia
3197,2,5,026,0,26,26001,26001,Altivole,,0,25198.3107658,21865477.6236,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026001,TV,Provincia
3198,2,5,026,0,26,26002,26002,Arcade,,0,12573.5049106,8091000.0867,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026002,TV,Provincia
3199,2,5,026,0,26,26003,26003,Asolo,,0,27096.8772285,25496845.7447,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026003,TV,Provincia
3200,2,5,026,0,26,26004,26004,Borso del Grappa,,0,26660.180419,33143809.0511,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026004,TV,Provincia
3201,2,5,026,0,26,26005,26005,Breda di Piave,,0,29909.1937872,25800719.5707,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026005,TV,Provincia
3202,2,5,026,0,26,26006,26006,Caerano di San Marco,,0,15199.8450898,12117913.2897,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026006,TV,Provincia
3203,2,5,026,0,26,26007,26007,Cappella Maggiore,,0,16045.547087,11230541.3568,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026007,TV,Provincia
3204,2,5,026,0,26,26008,26008,Carbonera,,0,29170.243048,20176218.7171,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026008,TV,Provincia
3205,2,5,026,0,26,26009,26009,Casale sul Sile,,0,26998.0294958,26975031.7158,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026009,TV,Provincia
3206,2,5,026,0,26,26010,26010,Casier,,0,20888.4724332,13616517.5594,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026010,TV,Provincia
3207,2,5,026,0,26,26011,26011,Castelcucco,,0,12872.2982308,8970776.76131,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026011,TV,Provincia
3208,2,5,026,0,26,26012,26012,Castelfranco Veneto,,0,41153.491241,51660945.7369,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026012,TV,Provincia
3209,2,5,026,0,26,26013,26013,Castello di Godego,,0,17438.0412546,18041734.1566,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026013,TV,Provincia
3210,2,5,026,0,26,26014,26014,Cavaso del Tomba,,0,18135.569069,18709097.9692,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026014,TV,Provincia
3211,2,5,026,0,26,26015,26015,Cessalto,,0,31207.8688667,28211520.6311,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026015,TV,Provincia
3212,2,5,026,0,26,26016,26016,Chiarano,,0,22864.1396409,19646309.2374,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026016,TV,Provincia
3213,2,5,026,0,26,26017,26017,Cimadolmo,,0,20095.5222851,17993696.8223,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026017,TV,Provincia
3214,2,5,026,0,26,26018,26018,Cison di Valmarino,,0,24217.178585,28965700.7746,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026018,TV,Provincia
3215,2,5,026,0,26,26019,26019,Codognè,,0,23873.145953,21785962859,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026019,TV,Provincia
3216,2,5,026,0,26,26020,26020,Colle Umberto,,0,16535.0197528,13250060292,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026020,TV,Provincia
3217,2,5,026,0,26,26021,26021,Conegliano,,0,33672.7705551,36768114.1546,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026021,TV,Provincia
3218,2,5,026,0,26,26022,26022,Cordignano,,0,39569.3304457,26105178.9184,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026022,TV,Provincia
3219,2,5,026,0,26,26023,26023,Cornuda,,0,18939.9021727,12771992.0914,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026023,TV,Provincia
3220,2,5,026,0,26,26025,26025,Crocetta del Montello,,0,23064.5340469,26470552.25,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026025,TV,Provincia
3221,2,5,026,0,26,26026,26026,Farra di Soligo,,0,23849.3621647,28282931.0741,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026026,TV,Provincia
3222,2,5,026,0,26,26027,26027,Follina,,0,25478.7439563,24473215.4955,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026027,TV,Provincia
3223,2,5,026,0,26,26028,26028,Fontanelle,,0,32618.7360491,35405403.3776,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026028,TV,Provincia
3224,2,5,026,0,26,26029,26029,Fonte,,0,17380.8983098,14721663.4878,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026029,TV,Provincia
3225,2,5,026,0,26,26030,26030,Fregona,,0,31396.7132363,42520131.6755,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026030,TV,Provincia
3226,2,5,026,0,26,26031,26031,Gaiarine,,0,25912.4061284,28706430.5793,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026031,TV,Provincia
3227,2,5,026,0,26,26032,26032,Giavera del Montello,,0,27269.5925575,19881862.3983,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026032,TV,Provincia
3228,2,5,026,0,26,26033,26033,Godega di Sant'Urbano,,0,23116.1900636,24242824.9395,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026033,TV,Provincia
3229,2,5,026,0,26,26034,26034,Gorgo al Monticano,,0,31450.4096684,27402382.4151,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026034,TV,Provincia
3230,2,5,026,0,26,26035,26035,Istrana,,0,24476.8414907,26783320.1036,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026035,TV,Provincia
3231,2,5,026,0,26,26036,26036,Loria,,0,24363.7326181,23319236094,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026036,TV,Provincia
3232,2,5,026,0,26,26037,26037,Mansuè,,0,24705.3284667,27002263.7444,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026037,TV,Provincia
3233,2,5,026,0,26,26038,26038,Mareno di Piave,,0,28161.4551945,27565805.8115,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026038,TV,Provincia
3234,2,5,026,0,26,26039,26039,Maser,,0,22875.0034197,25771497.5881,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026039,TV,Provincia
3235,2,5,026,0,26,26040,26040,Maserada sul Piave,,0,25065.2734403,28591387.2065,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026040,TV,Provincia
3236,2,5,026,0,26,26041,26041,Meduna di Livenza,,0,22814.9810094,15221206648,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026041,TV,Provincia
3237,2,5,026,0,26,26042,26042,Miane,,0,26007.933853,30747106.2936,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026042,TV,Provincia
3238,2,5,026,0,26,26043,26043,Mogliano Veneto,,0,43320.8613957,46094391.6426,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026043,TV,Provincia
3239,2,5,026,0,26,26044,26044,Monastier di Treviso,,0,22891.2550315,25522267.3531,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026044,TV,Provincia
3240,2,5,026,0,26,26045,26045,Monfumo,,0,17487.7990499,11568417.2442,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026045,TV,Provincia
3241,2,5,026,0,26,26046,26046,Montebelluna,,0,33659.8425986,48652454.2265,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026046,TV,Provincia
3242,2,5,026,0,26,26047,26047,Morgano,,0,15607.2656343,11644575.1385,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026047,TV,Provincia
3243,2,5,026,0,26,26048,26048,Moriago della Battaglia,,0,16011.6911401,13665112.4167,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026048,TV,Provincia
3244,2,5,026,0,26,26049,26049,Motta di Livenza,,0,35625.9259508,37432745.1545,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026049,TV,Provincia
3245,2,5,026,0,26,26050,26050,Nervesa della Battaglia,,0,29477.9247345,35262137.9594,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026050,TV,Provincia
3246,2,5,026,0,26,26051,26051,Oderzo,,0,34680.0956385,42357566.0554,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026051,TV,Provincia
3247,2,5,026,0,26,26052,26052,Ormelle,,0,24331.5398873,18935160.5799,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026052,TV,Provincia
3248,2,5,026,0,26,26053,26053,Orsago,,0,16365.5751823,10817922093,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026053,TV,Provincia
3249,2,5,026,0,26,26055,26055,Paese,,0,27643.2431378,37880614.7074,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026055,TV,Provincia
3250,2,5,026,0,26,26056,26056,Pederobba,,0,26487.4451405,26744885998,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026056,TV,Provincia
3251,2,5,026,0,26,26057,26057,Pieve di Soligo,,0,22876.2499948,19048608.0519,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026057,TV,Provincia
3252,2,5,026,0,26,26058,26058,Ponte di Piave,,0,35954.9158917,32186732.8626,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026058,TV,Provincia
3253,2,5,026,0,26,26059,26059,Ponzano Veneto,,0,20034.6396236,22342032.9086,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026059,TV,Provincia
3254,2,5,026,0,26,26060,26060,Portobuffolè,,0,12252.7872518,5325583.38602,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026060,TV,Provincia
3255,2,5,026,0,26,26061,26061,Possagno,,0,18693.8836989,12150613.0574,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026061,TV,Provincia
3256,2,5,026,0,26,26062,26062,Povegliano,,0,17708.5195637,13291414.4072,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026062,TV,Provincia
3257,2,5,026,0,26,26063,26063,Preganziol,,0,25466.3749494,22737339.1487,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026063,TV,Provincia
3258,2,5,026,0,26,26064,26064,Quinto di Treviso,,0,21706.6164435,18823739.8235,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026064,TV,Provincia
3259,2,5,026,0,26,26065,26065,Refrontolo,,0,20188.2938582,12719487.2583,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026065,TV,Provincia
3260,2,5,026,0,26,26066,26066,Resana,,0,23764.4354659,24814111.6284,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026066,TV,Provincia
3261,2,5,026,0,26,26067,26067,Revine Lago,,0,20049.4956097,18857139.1696,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026067,TV,Provincia
3262,2,5,026,0,26,26068,26068,Riese Pio X,,0,28453.8521427,30664227.2719,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026068,TV,Provincia
3263,2,5,026,0,26,26069,26069,Roncade,,0,43065.9501624,61871307.5469,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026069,TV,Provincia
3264,2,5,026,0,26,26070,26070,Salgareda,,0,27135.1897226,27662019.5177,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026070,TV,Provincia
3265,2,5,026,0,26,26071,26071,San Biagio di Callalta,,0,43003.739413,48059709.5944,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026071,TV,Provincia
3266,2,5,026,0,26,26072,26072,San Fior,,0,23857.3228324,17802908.6538,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026072,TV,Provincia
3267,2,5,026,0,26,26073,26073,San Pietro di Feletto,,0,25316.3526472,19018523.4326,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026073,TV,Provincia
3268,2,5,026,0,26,26074,26074,San Polo di Piave,,0,20510.6808605,20660971.5014,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026074,TV,Provincia
3269,2,5,026,0,26,26075,26075,Santa Lucia di Piave,,0,24006.3913328,20062699.2401,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026075,TV,Provincia
3270,2,5,026,0,26,26076,26076,San Vendemiano,,0,21026.4946227,18339623.1304,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026076,TV,Provincia
3271,2,5,026,0,26,26077,26077,San Zenone degli Ezzelini,,0,21018.1516694,19975316.1614,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026077,TV,Provincia
3272,2,5,026,0,26,26078,26078,Sarmede,,0,18057.2780272,18069127.4529,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026078,TV,Provincia
3273,2,5,026,0,26,26079,26079,Segusino,,0,20922.0799338,18059095.4897,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026079,TV,Provincia
3274,2,5,026,0,26,26080,26080,Sernaglia della Battaglia,,0,20551.9036665,20027329.1345,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026080,TV,Provincia
3275,2,5,026,0,26,26081,26081,Silea,,0,29525.5353848,18593843.3361,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026081,TV,Provincia
3276,2,5,026,0,26,26082,26082,Spresiano,,0,21984.1479717,25952147.0034,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026082,TV,Provincia
3277,2,5,026,0,26,26083,26083,Susegana,,0,30314.4476666,44218134898,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026083,TV,Provincia
3278,2,5,026,0,26,26084,26084,Tarzo,,0,20583.3633372,23827500.7796,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026084,TV,Provincia
3279,2,5,026,0,26,26085,26085,Trevignano,,0,23279.6606592,26666745.7256,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026085,TV,Provincia
3280,2,5,026,0,26,26086,26086,Treviso,,1,39359.314916,55885238.6406,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026086,TV,Provincia
3281,2,5,026,0,26,26087,26087,Valdobbiadene,,0,38905.454805,63329557.8672,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026087,TV,Provincia
3282,2,5,026,0,26,26088,26088,Vazzola,,0,26659.0912197,26441126.1471,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026088,TV,Provincia
3283,2,5,026,0,26,26089,26089,Vedelago,,0,35389.9596635,61973567.5947,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026089,TV,Provincia
3284,2,5,026,0,26,26090,26090,Vidor,,0,16242.2861882,13357079.47,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026090,TV,Provincia
