pkuid,cod_rip,cod_reg,cod_prov,cod_cm,cod_uts,pro_com,pro_com_t,comune,comune_a,cc_uts,shape_leng,shape_area,den_cm,den_prov,den_reg,den_rip,den_uts,ontopia,sigla,tipo_uts
119,1,1,001,201,201,1120,1120,Grugliasco,,0,16190.0041982,13086491.9088,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001120,TO,Città metropolitana
120,1,1,001,201,201,1121,1121,Ingria,,0,21016.105843,15230910.3323,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001121,TO,Città metropolitana
121,1,1,001,201,201,1122,1122,Inverso Pinasca,,0,11866.7807159,8055205.81368,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001122,TO,Città metropolitana
122,1,1,001,201,201,1123,1123,Isolabella,,0,9190.45111288,4831442.80613,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001123,TO,Città metropolitana
123,1,1,001,201,201,1124,1124,Issiglio,,0,11184.2941058,5401398.22975,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001124,TO,Città metropolitana
124,1,1,001,201,201,1125,1125,Ivrea,,0,29986.6779024,30509844.1086,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001125,TO,Città metropolitana
125,1,1,001,201,201,1126,1126,La Cassa,,0,15460.8166236,11855417.0435,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001126,TO,Città metropolitana
126,1,1,001,201,201,1127,1127,La Loggia,,0,16937.3208576,13089548.9505,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001127,TO,Città metropolitana
127,1,1,001,201,201,1128,1128,Lanzo Torinese,,0,14291.6427165,10384346.4382,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001128,TO,Città metropolitana
128,1,1,001,201,201,1129,1129,Lauriano,,0,17642.2097049,14069720.0999,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001129,TO,Città metropolitana
129,1,1,001,201,201,1130,1130,Leini,,0,24603.7670283,31875892.1688,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001130,TO,Città metropolitana
130,1,1,001,201,201,1131,1131,Lemie,,0,30302.3268456,45447422.0328,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001131,TO,Città metropolitana
131,1,1,001,201,201,1132,1132,Lessolo,,0,12215.3096658,7823185.35499,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001132,TO,Città metropolitana
132,1,1,001,201,201,1133,1133,Levone,,0,12694.4350365,5396170.24903,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001133,TO,Città metropolitana
133,1,1,001,201,201,1134,1134,Locana,,0,58820.6282167,132243667173,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001134,TO,Città metropolitana
134,1,1,001,201,201,1135,1135,Lombardore,,0,16657.0701137,12618646.0435,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001135,TO,Città metropolitana
135,1,1,001,201,201,1136,1136,Lombriasco,,0,17546.7764046,7285695.43177,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001136,TO,Città metropolitana
136,1,1,001,201,201,1137,1137,Loranzè,,0,9016.17045198,4248527.44658,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001137,TO,Città metropolitana
137,1,1,001,201,201,1139,1139,Luserna San Giovanni,,0,27417.5893884,17637384.1331,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001139,TO,Città metropolitana
138,1,1,001,201,201,1140,1140,Lusernetta,,0,10554.8270759,7131829.17288,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001140,TO,Città metropolitana
139,1,1,001,201,201,1141,1141,Lusigliè,,0,10967.2121877,5150955.80412,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001141,TO,Città metropolitana
140,1,1,001,201,201,1142,1142,Macello,,0,16030.1256563,14334928.3134,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001142,TO,Città metropolitana
141,1,1,001,201,201,1143,1143,Maglione,,0,11418.9569927,6396542.50733,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001143,TO,Città metropolitana
142,1,1,001,201,201,1144,1144,Marentino,,0,16755.3172577,11155850901,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001144,TO,Città metropolitana
143,1,1,001,201,201,1145,1145,Massello,,0,27023.3108934,37935502.6252,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001145,TO,Città metropolitana
144,1,1,001,201,201,1146,1146,Mathi,,0,16182.701236,7212975.62961,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001146,TO,Città metropolitana
145,1,1,001,201,201,1147,1147,Mattie,,0,21278.0447338,28277778.49,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001147,TO,Città metropolitana
146,1,1,001,201,201,1148,1148,Mazzè,,0,27849.5336822,27042713.0505,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001148,TO,Città metropolitana
147,1,1,001,201,201,1149,1149,Meana di Susa,,0,19575.7301061,16590483.7694,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001149,TO,Città metropolitana
148,1,1,001,201,201,1150,1150,Mercenasco,,0,14650.0002842,12739926.3416,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001150,TO,Città metropolitana
149,1,1,001,201,201,1152,1152,Mezzenile,,0,27581.3319472,29052538.5781,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001152,TO,Città metropolitana
150,1,1,001,201,201,1153,1153,Mombello di Torino,,0,11266.3475966,4344293.92496,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001153,TO,Città metropolitana
151,1,1,001,201,201,1154,1154,Mompantero,,0,26043.8795219,30145572.3106,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001154,TO,Città metropolitana
152,1,1,001,201,201,1155,1155,Monastero di Lanzo,,0,23196.7394846,17554544.1581,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001155,TO,Città metropolitana
153,1,1,001,201,201,1156,1156,Moncalieri,,0,43524.6298107,47394576317,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001156,TO,Città metropolitana
154,1,1,001,201,201,1157,1157,Moncenisio,,0,9837.25427757,4460702.86047,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001157,TO,Città metropolitana
155,1,1,001,201,201,1158,1158,Montaldo Torinese,,0,9545.7029737,4743934.13149,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001158,TO,Città metropolitana
156,1,1,001,201,201,1159,1159,Montalenghe,,0,13483.6861435,6606982.25574,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001159,TO,Città metropolitana
157,1,1,001,201,201,1160,1160,Montalto Dora,,0,10954.3405593,7398015.06522,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001160,TO,Città metropolitana
158,1,1,001,201,201,1161,1161,Montanaro,,0,19705.5473993,20977595.9163,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001161,TO,Città metropolitana
159,1,1,001,201,201,1162,1162,Monteu da Po,,0,12853.1074168,7380300.58823,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001162,TO,Città metropolitana
160,1,1,001,201,201,1163,1163,Moriondo Torinese,,0,13296.956195,6553286.05987,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001163,TO,Città metropolitana
161,1,1,001,201,201,1164,1164,Nichelino,,0,23616.3491292,20766412.9511,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001164,TO,Città metropolitana
162,1,1,001,201,201,1165,1165,Noasca,,0,37527.2584644,78283195.4686,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001165,TO,Città metropolitana
163,1,1,001,201,201,1166,1166,Nole,,0,21548.0555795,11198015.0307,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001166,TO,Città metropolitana
164,1,1,001,201,201,1167,1167,Nomaglio,,0,6763.5480053,3113102.90411,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001167,TO,Città metropolitana
165,1,1,001,201,201,1168,1168,None,,0,26524.8476929,24685823.95,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001168,TO,Città metropolitana
166,1,1,001,201,201,1169,1169,Novalesa,,0,22596.125439,28792075268,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001169,TO,Città metropolitana
167,1,1,001,201,201,1170,1170,Oglianico,,0,16052.549893,6276842.92515,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001170,TO,Città metropolitana
168,1,1,001,201,201,1171,1171,Orbassano,,0,31460.8264204,22149138.0917,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001171,TO,Città metropolitana
169,1,1,001,201,201,1172,1172,Orio Canavese,,0,11495.8491318,7191222.95939,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001172,TO,Città metropolitana
170,1,1,001,201,201,1173,1173,Osasco,,0,10195.2894984,5614282.91398,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001173,TO,Città metropolitana
171,1,1,001,201,201,1174,1174,Osasio,,0,10453.3582939,4940094.42489,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001174,TO,Città metropolitana
172,1,1,001,201,201,1175,1175,Oulx,,0,59851.1807585,99517662.1573,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001175,TO,Città metropolitana
173,1,1,001,201,201,1176,1176,Ozegna,,0,10495.1432835,5417777.76696,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001176,TO,Città metropolitana
174,1,1,001,201,201,1177,1177,Palazzo Canavese,,0,8428.26777463,5145036.09772,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001177,TO,Città metropolitana
175,1,1,001,201,201,1178,1178,Pancalieri,,0,23973.0537621,15400934.9952,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001178,TO,Città metropolitana
176,1,1,001,201,201,1179,1179,Parella,,0,7832.15851156,2732226.60702,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001179,TO,Città metropolitana
177,1,1,001,201,201,1180,1180,Pavarolo,,0,10239.821382,4463768.94009,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001180,TO,Città metropolitana
178,1,1,001,201,201,1181,1181,Pavone Canavese,,0,15917.2145654,11480522.0528,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001181,TO,Città metropolitana
179,1,1,001,201,201,1183,1183,Pecetto Torinese,,0,16148.5400403,9247635.06994,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001183,TO,Città metropolitana
180,1,1,001,201,201,1184,1184,Perosa Argentina,,0,23268.0734022,25947520.8769,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001184,TO,Città metropolitana
181,1,1,001,201,201,1185,1185,Perosa Canavese,,0,9691.99913418,4630577.57618,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001185,TO,Città metropolitana
182,1,1,001,201,201,1186,1186,Perrero,,0,40812.6658125,63171955.4034,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001186,TO,Città metropolitana
183,1,1,001,201,201,1187,1187,Pertusio,,0,10148.6100471,3885430.5813,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001187,TO,Città metropolitana
184,1,1,001,201,201,1188,1188,Pessinetto,,0,11595.7720144,5620169.75811,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001188,TO,Città metropolitana
185,1,1,001,201,201,1189,1189,Pianezza,,0,20235.827797,16408157.7935,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001189,TO,Città metropolitana
186,1,1,001,201,201,1190,1190,Pinasca,,0,24332.8147189,34966079.9328,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001190,TO,Città metropolitana
187,1,1,001,201,201,1191,1191,Pinerolo,,0,53675.4980549,49987704.6688,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001191,TO,Città metropolitana
188,1,1,001,201,201,1192,1192,Pino Torinese,,0,19159.574123,21806087.0431,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001192,TO,Città metropolitana
189,1,1,001,201,201,1193,1193,Piobesi Torinese,,0,18970.4206553,19353818864,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001193,TO,Città metropolitana
190,1,1,001,201,201,1194,1194,Piossasco,,0,28409.973504,39772659.3288,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001194,TO,Città metropolitana
191,1,1,001,201,201,1195,1195,Piscina,,0,16277.7246062,9755953.07361,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001195,TO,Città metropolitana
192,1,1,001,201,201,1196,1196,Piverone,,0,16051.8314669,11086825.7282,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001196,TO,Città metropolitana
193,1,1,001,201,201,1197,1197,Poirino,,0,41196.7054385,75690769.6808,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001197,TO,Città metropolitana
194,1,1,001,201,201,1198,1198,Pomaretto,,0,14797.2052112,8516641.55593,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001198,TO,Città metropolitana
195,1,1,001,201,201,1199,1199,Pont Canavese,,0,25080.6346064,18367649.8708,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001199,TO,Città metropolitana
196,1,1,001,201,201,1200,1200,Porte,,0,9442.33449959,4435937.3248,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001200,TO,Città metropolitana
197,1,1,001,201,201,1201,1201,Pragelato,,0,49410.4799879,89084588.7554,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001201,TO,Città metropolitana
198,1,1,001,201,201,1202,1202,Prali,,0,41703.6506011,72630793.8674,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001202,TO,Città metropolitana
199,1,1,001,201,201,1203,1203,Pralormo,,0,25659.5368156,29936670.6679,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001203,TO,Città metropolitana
200,1,1,001,201,201,1204,1204,Pramollo,,0,18356.9624891,22542073.7947,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001204,TO,Città metropolitana
201,1,1,001,201,201,1205,1205,Prarostino,,0,14343.7185877,10912672.3225,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001205,TO,Città metropolitana
202,1,1,001,201,201,1206,1206,Prascorsano,,0,16468.0063937,6369215.76908,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001206,TO,Città metropolitana
203,1,1,001,201,201,1207,1207,Pratiglione,,0,18160.994031,8023832.31622,Torino,-,Piemonte,Nord-ovest,Torino,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/001207,TO,Città metropolitana
