CODICE_ISTAT,civico_geocodificato,fuori_limite_comunale,totale,civici_da_altri_comuni
080052,2245,1,2246,0
080054,6339,2,6341,0
080057,129,0,129,18
080061,7583,30,7613,10
080062,2482,0,2482,0
080065,5160,8,5168,26
080070,934,0,934,0
080076,726,0,726,0
080080,485,14,499,40
080081,5192,0,5192,1
080085,3087,109,3196,17
080086,3334,0,3334,0
080090,528,0,528,2
080092,1677,0,1677,0
080093,11774,23,11797,6
080094,845,0,845,0
080095,2312,0,2312,0
080096,7,0,7,35
081001,46552,110,46662,88
081002,4279,0,4279,0
081004,13757,2977,16734,0
081006,25749,0,25749,168
081011,60498,0,60498,7
081013,11251,0,11251,0
081014,10096,3,10099,0
081018,3319,0,3319,1
081021,22369,0,22369,69
081022,259,0,259,0
081023,2679,0,2679,5
081025,5478,0,5478,8
082001,4709,0,4709,9
082002,4540,0,4540,0
082004,2798,94,2892,1
082006,25750,219,25969,163
082007,4442,0,4442,4
082008,2875,0,2875,0
082009,1,0,1,39
082011,2198,0,2198,53
082012,3804,0,3804,0
082013,6070,487,6557,7
082016,1245,0,1245,0
082018,1825,0,1825,3
082022,6169,244,6413,10
082023,2666,0,2666,30
082024,3911,71,3982,0
082026,990,0,990,0
082031,8255,0,8255,0
082033,1488,0,1488,0
082034,9585,5,9590,0
082035,3947,96,4043,0
082036,7539,0,7539,0
082037,3151,0,3151,1
082040,1103,0,1103,1
082042,2283,5,2288,1
082043,2664,5,2669,8
082044,1992,8,2000,4
082046,5718,139,5857,12
082047,3254,0,3254,0
082049,16769,210,16979,72
082050,3510,0,3510,3
082052,2778,0,2778,0
082053,165027,0,165027,987
082054,24385,4,24389,235
082055,739,0,739,42
082057,633,0,633,13
082058,3537,0,3537,0
082059,2251,66,2317,0
082070,10903,0,10903,105
082071,15,0,15,1
082073,5326,5,5331,0
082074,3215,0,3215,0
082077,3855,1,3856,2
082081,267,473,740,0
082082,2405,0,2405,7
083001,2787,19,2806,12
083003,1864,78,1942,21
083005,31182,0,31182,62
083007,4058,46,4104,41
083008,2657,206,2863,1
083010,1140,31,1171,7
083011,4527,171,4698,4
083012,8,0,8,1
083013,1974,0,1974,26
083014,2719,172,2891,21
083016,2944,0,2944,0
083018,725,0,725,16
083019,2199,210,2409,1
083020,4060,0,4060,108
083021,1432,12,1444,0
083022,1304,0,1304,1
083023,2705,0,2705,26
083024,6,0,6,6
083026,1222,1,1223,81
083027,3011,39,3050,1
083028,16,3428,3444,54
083029,2068,8,2076,2
083030,2101,24,2125,125
083031,786,109,895,0
083032,4484,248,4732,8
083034,2084,0,2084,2
083035,2694,114,2808,2
083036,2113,3,2116,36
083038,1636,4,1640,10
083041,3260,335,3595,58
083043,1256,0,1256,4
083046,1731,3,1734,8
083049,12464,0,12464,165
083051,1847,37,1884,7
083054,3900,128,4028,1
083055,2525,31,2556,1
083056,3287,325,3612,9
083057,38,5036,5074,15
083059,1674,0,1674,0
083060,3352,59,3411,225
083061,3387,0,3387,1
083062,3528,471,3999,1
083063,1740,9,1749,1
083066,131,0,131,142
083067,2011,0,2011,2
083068,6433,648,7081,50
083070,1009,0,1009,0
083071,119,345,464,10
083073,1509,13,1522,75
083074,1474,0,1474,0
083075,3461,0,3461,21
083076,53,0,53,7
083077,7648,0,7648,10
083078,5679,0,5679,43
083079,3404,0,3404,34
083080,1770,0,1770,19
083082,2015,0,2015,70
083083,1632,0,1632,0
083084,1,0,1,64
083086,4158,142,4300,38
083088,4227,228,4455,12
083089,15,0,15,39
083096,3178,30,3208,3
083097,6172,0,6172,32
083098,3449,65,3514,83
083099,9884,216,10100,45
083101,3833,3,3836,18
083102,2410,0,2410,33
083103,1334,0,1334,32
083104,15,2570,2585,42
083106,3499,0,3499,20
083107,3082,14,3096,32
083108,2606,41,2647,54
084001,3904,96,4000,15
084002,4341,0,4341,0
084003,24830,0,24830,0
084005,3334,21,3355,5
084007,4483,0,4483,5
084008,2603,0,2603,0
084014,8482,300,8782,0
084016,1372,0,1372,0
084017,26447,51,26498,104
084018,7249,16,7265,3
084020,85,6158,6243,0
084021,23258,0,23258,57
084023,16496,0,16496,0
084025,2824,4,2828,3
084027,22191,83,22274,3
084032,6305,0,6305,11
084034,2640,0,2640,1
084035,3780,2,3782,0
084036,7549,14,7563,1
084038,51,0,51,1
084040,2,0,2,0
084041,21639,0,21639,6
084043,2493,0,2493,0
085001,2197,10,2207,0
085003,4838,0,4838,0
085004,17435,0,17435,110
085005,4374,18,4392,1
085006,5921,19,5940,0
085008,3409,0,3409,2
085010,4002,83,4085,3
085013,7,0,7,3
085015,12700,70,12770,1
085016,4000,0,4000,11
085018,5477,74,5551,8
085021,4710,282,4992,0
085022,2411,0,2411,45
086004,7544,0,7544,12
086005,3824,0,3824,11
086006,6431,0,6431,4
086009,13354,126,13480,122
086017,1127,104,1231,73
086018,9008,0,9008,13
086019,5994,4,5998,31
086020,6095,190,6285,35
087002,6833,0,6833,13
087004,28671,0,28671,101
087005,4711,0,4711,19
087006,27385,666,28051,59
087007,13132,0,13132,522
087008,21537,23,21560,91
087009,9649,52,9701,186
087011,20279,0,20279,1
087012,1670,4,1674,0
087013,3737,0,3737,2
087014,5998,0,5998,9
087015,540,0,540,543
087016,5747,99,5846,0
087017,14256,267,14523,0
087018,16981,1,16982,0
087019,4786,0,4786,82
087020,2087,0,2087,4
087021,7014,0,7014,60
087022,5608,163,5771,12
087023,8189,0,8189,105
087024,5,0,5,54
087025,6723,1,6724,0
087028,6459,0,6459,1
087029,16932,0,16932,60
087030,6935,326,7261,13
087031,4866,10,4876,0
087033,27590,19,27609,38
087034,9779,0,9779,30
087035,4361,0,4361,0
087036,3340,0,3340,0
087038,9753,0,9753,12
087040,3376,0,3376,10
087041,8900,26,8926,61
087042,4538,0,4538,2
087043,3986,2,3988,0
087044,2244,1,2245,0
087045,2081,78,2159,0
087047,6857,0,6857,6
087048,8225,1,8226,4
087049,11258,0,11258,2
087053,6318,3,6321,3
087055,8503,3,8506,9
087056,3453,17,3470,57
087057,4360,53,4413,1
087058,4461,0,4461,26
088001,6821,99,6920,21
088002,9802,0,9802,14
088003,23139,720,23859,0
088007,6,0,6,0
088009,447,0,447,162
088010,4349,1,4350,22
088011,24051,4,24055,56
089001,10790,0,10790,7
089005,6208,7,6215,25
089006,9801,0,9801,8
089008,4045,0,4045,6
089009,12259,0,12259,1
089010,11596,0,11596,0
089012,6972,86,7058,0
089013,4,0,4,7
089015,8168,25,8193,0
089016,14817,0,14817,0
089021,5487,0,5487,23
090004,1013,0,1013,0
090005,479,0,479,0
090009,2773,0,2773,0
090012,3638,39,3677,0
090016,964,8,972,18
090019,663,0,663,0
090021,2848,0,2848,15
090022,406,5,411,0
090023,3643,8,3651,0
090033,6601,0,6601,0
090035,3998,1,3999,0
090039,678,0,678,0
090041,2351,2,2353,1
090043,453,0,453,2
090048,3115,0,3115,0
090050,4772,0,4772,0
090051,4379,0,4379,0
090054,4332,0,4332,4
090056,1042,0,1042,0
090057,3026,0,3026,0
090058,3999,1,4000,0
090063,3371,0,3371,0
090064,43115,2,43117,12
090066,444,0,444,0
090067,4123,1,4124,0
090068,953,0,953,0
090069,193,0,193,4
090070,8354,1,8355,2
090071,2955,0,2955,0
090072,1168,0,1168,0
090073,1201,0,1201,0
090075,1271,0,1271,0
090076,46,0,46,0
090077,3159,0,3159,0
090080,1727,73,1800,0
090083,2254,3,2257,0
090085,1004,13,1017,17
090087,855,0,855,3
090088,628,0,628,0
090091,2751,0,2751,0
091001,1576,37,1613,0
091002,5,0,5,0
091003,1430,0,1430,0
091005,4348,25,4373,1
091006,3810,0,3810,0
091009,3852,0,3852,0
091011,2868,0,2868,0
091012,1133,0,1133,0
091019,34,0,34,0
091026,1503,0,1503,0
091037,5819,2,5821,0
091039,1445,8,1453,1
091043,2215,0,2215,0
091046,2303,0,2303,0
091050,357,0,357,0
091051,17611,0,17611,0
091056,1734,0,1734,0
091058,603,0,603,0
091059,686,0,686,0
091061,3030,0,3030,0
091062,4734,0,4734,0
091064,2695,0,2695,0
091071,1739,40,1779,0
091084,14,0,14,5
091086,1963,0,1963,0
091088,908,0,908,0
091089,239,0,239,0
091090,765,0,765,0
091091,382,0,382,0
091093,3131,0,3131,0
091101,4428,56,4484,0
091103,1645,0,1645,0
091104,381,0,381,0
092003,11121,0,11121,0
092015,3,0,3,0
092051,36013,2,36015,0
092068,13751,0,13751,6
092075,3365,0,3365,0
092080,10821,13,10834,0
092090,4125,0,4125,0
092109,9490,6,9496,0
093008,1,0,1,0
093015,2,0,2,1
093016,1502,0,1502,0
093018,18,0,18,0
093022,2,0,2,0
093029,2804,0,2804,0
093030,1406,0,1406,0
093032,5,0,5,0
093033,12659,0,12659,0
093041,5493,0,5493,0
093044,52,0,52,0
093047,6,0,6,0
094001,287,0,287,0
094002,2056,0,2056,0
094004,1029,0,1029,0
094005,1963,0,1963,0
094006,1056,0,1056,0
094010,1464,0,1464,0
094011,298,0,298,0
094012,797,0,797,0
094014,997,0,997,0
094018,642,0,642,0
094022,2294,0,2294,0
094025,1055,0,1055,0
094028,1,0,1,0
094031,7,0,7,0
094032,677,0,677,0
094035,1355,1,1356,0
094040,1599,0,1599,0
094042,986,4,990,0
094045,1405,0,1405,0
094047,716,0,716,0
094048,967,0,967,4
094051,2036,0,2036,0
095003,224,0,224,0
095004,81,0,81,0
095005,376,0,376,0
095006,2673,0,2673,0
095010,171,0,171,0
095011,727,0,727,0
095016,188,0,188,0
095021,325,0,325,0
095025,4769,0,4769,1
095026,1096,7,1103,0
095028,544,0,544,0
095030,770,46,816,2
095031,2524,0,2524,0
095032,1043,0,1043,0
095037,1448,0,1448,0
095038,18464,0,18464,0
095039,1,0,1,0
095042,248,0,248,0
095045,3067,0,3067,0
095046,2626,0,2626,0
095049,8,0,8,0
095050,5435,0,5435,1
095051,2222,0,2222,0
095052,2843,0,2843,0
095057,5,0,5,0
095058,531,0,531,4
095059,1912,0,1912,0
095060,2,0,2,0
095061,236,0,236,0
095064,295,0,295,0
095065,10798,1,10799,0
095069,3180,0,3180,1
095073,393,0,393,0
095074,1305,6,1311,0
095076,396,0,396,0
095077,428,0,428,0
095078,61,0,61,0
095082,2120,0,2120,0
095086,320,3,323,0
095088,300,0,300,0
096002,1464,0,1464,12
096003,85,0,85,1
096004,15282,30,15312,9
096005,375,0,375,4
096006,434,0,434,0
096007,2,0,2,0
096009,444,0,444,1
096010,648,0,648,1
096016,1607,0,1607,1
096018,1187,0,1187,5
096019,2224,0,2224,3
096024,788,52,840,1
096028,1,0,1,1
096030,16,0,16,0
096033,535,0,535,0
096035,1981,0,1981,1
096037,702,13,715,1
096038,414,0,414,1
096039,910,0,910,1
096042,94,0,94,1
096043,286,0,286,1
096044,1018,0,1018,3
096046,1073,0,1073,0
096048,919,0,919,0
096053,14,0,14,0
096054,20,0,20,13
096057,578,0,578,3
096059,3,0,3,13
096066,892,0,892,3
096068,2,0,2,0
096071,885,0,885,4
096072,177,0,177,0
096074,629,0,629,3
096076,411,0,411,0
096077,2818,1,2819,0
096078,5,0,5,3
096080,1,0,1,1
096083,553,0,553,0
096087,909,1,910,1
096088,5,0,5,7
097004,1223,0,1223,1
097006,1492,0,1492,0
097007,1284,0,1284,9
097008,77,0,77,1
097009,746,0,746,0
097014,1330,0,1330,0
097017,1607,1,1608,0
097020,737,0,737,1
097024,1164,0,1164,0
097025,688,0,688,2
097030,1123,0,1123,0
097031,11,0,11,0
097032,2,0,2,2
097033,146,0,146,0
097034,387,0,387,0
097035,2,0,2,0
097036,2024,1,2025,0
097037,1019,0,1019,0
097038,10,0,10,0
097040,757,76,833,2
097042,9548,0,9548,5
097044,1515,0,1515,1
097045,723,0,723,0
097046,2751,6,2757,13
097048,4069,0,4069,0
097050,621,0,621,1
097052,628,0,628,0
097053,1,0,1,0
097054,129,0,129,0
097056,1792,0,1792,0
097058,2367,0,2367,0
097061,1519,0,1519,0
097062,1046,0,1046,0
097063,292,0,292,0
097068,461,0,461,0
097070,1108,0,1108,1
097075,2,0,2,0
097076,813,0,813,0
097083,2140,0,2140,2
097084,509,2,511,0
097086,872,0,872,0
097091,1306,0,1306,0
098001,185,0,185,0
098003,486,0,486,1
098004,1848,0,1848,2
098006,981,0,981,1
098009,820,0,820,2
098010,5606,0,5606,4
098011,1027,0,1027,1
098012,141,0,141,2
098013,1060,0,1060,0
098014,2954,0,2954,0
098015,910,0,910,1
098017,3,0,3,1
098018,1728,0,1728,1
098019,5753,0,5753,1
098020,528,0,528,0
098022,724,0,724,1
098023,125,0,125,1
098024,450,0,450,1
098025,586,0,586,1
098026,1186,0,1186,0
098028,981,0,981,1
098029,1391,0,1391,1
098030,1464,0,1464,5
098032,2344,0,2344,4
098033,55,0,55,0
098035,2473,0,2473,1
098037,1184,0,1184,0
098040,642,0,642,2
098046,762,0,762,0
098047,1437,0,1437,1
098049,9284,0,9284,2
098050,4240,0,4240,2
098051,879,0,879,2
098053,1327,0,1327,1
098054,1686,1,1687,1
098055,594,0,594,0
098056,13,0,13,0
098061,1613,0,1613,2
098062,809,0,809,3
099001,9403,0,9403,0
099002,12244,0,12244,38
099003,4177,22,4199,75
099004,1175,4,1179,8
099005,5746,0,5746,0
099006,778,8,786,0
099009,542,0,542,6
099011,3125,8,3133,0
099013,12657,0,12657,0
099014,48363,0,48363,4
099016,10,0,10,0
099017,2724,0,2724,1
099018,12449,6,12455,2
099020,3951,4,3955,0
099021,700,0,700,1
099022,555,1,556,0
099025,19,0,19,4
099027,791,0,791,0
099028,2282,8,2290,1
099029,4140,82,4222,19
099030,1033,3,1036,45
100001,3485,0,3485,0
100002,8046,6,8052,0
100003,9997,0,9997,3
100004,6379,0,6379,4
100005,16,0,16,3
100006,5159,0,5159,0
100007,124,0,124,0
101001,3061,0,3061,8
101002,2515,0,2515,11
101003,1857,0,1857,0
101005,1,0,1,0
101006,1212,0,1212,0
101008,1847,0,1847,14
101009,6613,0,6613,7
101010,16566,189,16755,40
101011,4068,0,4068,0
101012,11351,33,11384,20
101013,7820,0,7820,64
101014,2772,59,2831,0
101016,2237,0,2237,0
101017,9820,17,9837,2
101020,4566,0,4566,1
101022,2377,28,2405,3
101025,6025,3,6028,9
101027,3377,0,3377,0
102002,1694,0,1694,0
102004,947,0,947,2
102007,1160,4,1164,19
102008,2606,7,2613,0
102009,1928,5,1933,5
102010,4135,0,4135,0
102011,2,0,2,18
102013,1070,0,1070,0
102014,1187,0,1187,0
102015,2108,0,2108,0
102016,1684,110,1794,0
102017,899,49,948,5
102019,1673,2,1675,34
102021,7688,0,7688,34
102024,1561,0,1561,0
102025,858,40,898,2
102027,1297,15,1312,11
102028,2392,0,2392,7
102029,1308,0,1308,9
102030,584,0,584,19
102031,5875,82,5957,0
102032,3868,0,3868,10
102034,898,1,899,14
102035,2008,0,2008,8
102036,2750,21,2771,2
102039,1622,0,1622,75
102041,1164,10,1174,0
102042,1346,3,1349,17
102043,2392,2,2394,21
102044,476,0,476,5
102047,10492,5,10497,25
102049,2665,15,2680,0
102050,1281,0,1281,1
103002,697,0,697,2
103003,1508,0,1508,0
103005,482,0,482,4
103006,1605,0,1605,1
103007,864,0,864,9
103008,1780,50,1830,15
103010,6,0,6,1
103014,740,0,740,10
103017,1799,0,1799,10
103018,255,0,255,0
103024,1217,0,1217,14
103028,5480,77,5557,43
103029,1034,0,1034,9
103031,551,0,551,0
103032,226,0,226,0
103036,791,0,791,1
103037,279,0,279,2
103038,229,0,229,0
103039,3,0,3,13
103044,1686,34,1720,12
103045,1,0,1,2
103046,1314,34,1348,4
103049,1401,0,1401,4
103054,1,0,1,35
103055,2,0,2,2
103056,808,0,808,1
103058,580,0,580,4
103059,499,0,499,1
103062,35,0,35,7
103066,1220,0,1220,6
103068,934,0,934,4
103069,1037,0,1037,14
103072,7844,155,7999,19
103075,2320,0,2320,9
103077,883,0,883,7
108002,433,0,433,1
108003,1472,0,1472,0
108005,2284,0,2284,0
108006,2367,1,2368,0
108007,2392,0,2392,0
108008,3510,0,3510,2
108009,2819,0,2819,0
108012,6,0,6,2
108016,1449,0,1449,1
108017,1201,0,1201,0
108019,209,0,209,1
108020,1982,0,1982,2
108021,2950,0,2950,0
108023,5163,0,5163,1
108024,10191,40,10231,1
108027,8484,0,8484,2
108028,13769,0,13769,2
108029,1897,0,1897,0
108031,990,0,990,0
108033,3004,0,3004,8
108041,2905,0,2905,0
108042,989,1,990,1
108043,2569,0,2569,0
108045,6,0,6,1
108046,1082,1,1083,1
108047,1396,0,1396,0
108048,2715,0,2715,5
108050,4,0,4,5
108052,1074,0,1074,1
109002,3218,0,3218,7
109005,2596,0,2596,1
109006,16500,0,16500,12
109008,2584,0,2584,1
109011,796,0,796,1
109012,1,0,1,1
109013,935,8,943,2
109015,2056,0,2056,5
109019,277,0,277,0
109021,23,0,23,12
109024,3195,0,3195,1
109026,632,0,632,8
109027,3,0,3,1
109029,766,11,777,0
109030,1683,0,1683,0
109033,103,0,103,6
109034,15705,0,15705,1
109035,2499,0,2499,2
109039,675,0,675,0
109040,1,0,1,1
110003,17546,0,17546,0
110007,9717,1,9718,0
110008,3586,0,3586,0
111001,5614,0,5614,0
111004,686,0,686,0
111005,9,0,9,0
111007,2694,0,2694,0
111011,1518,0,1518,0
111012,1045,0,1045,0
111014,7396,0,7396,0
111016,4624,42,4666,0
111018,2161,0,2161,0
111020,1459,0,1459,0
111027,1192,0,1192,0
111028,1450,1,1451,5
111029,136,0,136,0
111030,4066,18,4084,0
111034,6884,0,6884,0
111035,5919,1,5920,3
111036,2118,0,2118,0
111039,2355,0,2355,0
111042,3482,14,3496,0
111046,1121,0,1121,0
111048,2,0,2,0
111051,789,0,789,0
111052,2148,0,2148,0
111053,561,0,561,0
111056,658,0,658,3
111057,5232,0,5232,0
111061,1070,1,1071,0
111062,6761,0,6761,0
111063,3661,17,3678,2
111064,998,0,998,0
111065,6548,3,6551,0
111066,3938,0,3938,0
111068,3419,2,3421,0
111069,595,0,595,0
111071,10479,9,10488,1
111074,1282,0,1282,0
111077,5999,0,5999,0
111078,4898,4,4902,0
111081,3754,1,3755,0
111082,1079,0,1079,0
111083,767,0,767,0
111086,30,0,30,0
111091,1152,0,1152,0
111092,489,0,489,0
111095,1881,0,1881,0
111098,3131,0,3131,40
111100,770,0,770,0
111102,2,0,2,0
111103,15,0,15,15
111105,6075,0,6075,0
111107,1413,0,1413,0
